MFSTKEY             ,STATUS,LASTUPDATE    ,MFSTNUMBER,POWERUNIT ,STOP  ,MFSTDATE,PRONUMBER ,PRODATE ,SHIPNAME                      ,CONSNAME                      ,CONSADD1                      ,CONSADD2                      ,CONSCITY            ,CONSSTATE,CONSZIP,TTLPCS,TTLYDS,TTLWGT,DLVDDATE,DLVDTIME,DLVDPCS,DLVDSIGN                                ,DLVDNOTE                      ,DLVDIMGFILELOCN               ,DLVDIMGFILESIGN               
CRA2021624022       ,0,20240201123000,CRA2021624,CRA       ,22,02162024,13951347  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 4108               ,1350 MACARTHUR ROAD           ,                              ,WHITEHALL           ,PA       ,18052  ,1,133,378,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA2021624023       ,0,20240201123000,CRA2021624,CRA       ,23,02162024,13458274  ,02142024,MOHAWK IVC                    ,HOME DEPOT 4108               ,1350 MACARTHUR ROAD           ,                              ,WHITEHALL           ,PA       ,18052  ,1,39,131,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA2021624024       ,0,20240201123000,CRA2021624,CRA       ,24,02162024,13881166  ,02122024,ENGINEERED FLOORS             ,FILLMAN & SONS FLOORS         ,"4030 CHESTNUT ST, UNIT 3      ",                              ,EMMAUS              ,PA       ,18049  ,6,141,553,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA2021624025       ,0,20240201123000,CRA2021624,CRA       ,25,02162024,68666170  ,02092024,MARQUIS/ASTRO CARPET          ,WHITE KEYS FLOORING           ,929 WASHINGTON AVE            ,                              ,CROYDON             ,PA       ,19021  ,1,41,176,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA3021624001       ,0,20240201123000,CRA3021624,CRA       ,1,02162024,67965706  ,02132024,TURF FACTORY DIRECT           ,TOPLINE HOCKEY                ,720 BRAEN AVE                 ,                              ,WYCKOFF             ,NJ       ,07481  ,3,110,842,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA3021624002       ,0,20240201123000,CRA3021624,CRA       ,2,02162024,13951220  ,02132024,ENGINEERED FLOORS             ,LBGS FLOORING LLC             ,C/O HILLTOP SERVICES          ,59 WEST STREET                ,MIDLAND PARK        ,NJ       ,07432  ,4,800,2527,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA3021624003       ,0,20240201123000,CRA3021624,CRA       ,3,02162024,FA039549  ,02152024,BRAUNS WHSE/CRANBURY          ,MERTZ FLOORING LLC            ,"27 UTTER AVE, STE A1          ",                              ,HAWTHORNE           ,NJ       ,07506  ,1,0,114,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA3021624004       ,0,20240201123000,CRA3021624,CRA       ,4,02162024,68943553  ,02142024,COURISTAN CARPETS             ,LA FORCHETTA FLOORING         ,27 UTTER AVENUE               ,                              ,HAWTHORNE           ,NJ       ,07506  ,1,23,114,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA3021624005       ,0,20240201123000,CRA3021624,CRA       ,5,02162024,13727913  ,02122024,FOSS FLOORS                   ,HOME DEPOT 0959               ,75 MCLEAN BOULEVARD           ,                              ,PATERSON            ,NJ       ,07514  ,2,332,291,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA3021624006       ,0,20240201123000,CRA3021624,CRA       ,6,02162024,13934755  ,02062024,MILLIKEN/BRAUNS DOCK          ,LOWES                         ,J S FLOORING                  ,141 LANZA AVE BLD 1 UNIT      ,GARFIELD            ,NJ       ,07026  ,1,78,288,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA3021624007       ,0,20240201123000,CRA3021624,CRA       ,7,02162024,13951302  ,02132024,ENGINEERED FLOORS             ,CONSOLIDATED FLOORING         ,ATTN JASON GARCIA             ,455 WASHINGTON AVE            ,CARLSTADT           ,NJ       ,07072  ,1,80,383,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA3021624008       ,0,20240201123000,CRA3021624,CRA       ,8,02162024,60036729  ,02022024,PROSOURCE OF HUDSON VALLEY    ,EMSER TILE                    ,1270 VALLEY BROOK AVE         ,                              ,LYNDHURST           ,NJ       ,07071  ,1,0,500,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624001       ,0,20240201123000,CRA4021624,CRA       ,1,02162024,41749610  ,02122024,SHAW DC EAST                  ,HOMEDEPOT.COM                 ,AARON HUDSON                  ,22-37 73RD ST   2F            ,EAST ELMHURST       ,NY       ,11370  ,1,12,74,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624002       ,0,20240201123000,CRA4021624,CRA       ,2,02162024,13910740  ,02082024,ENGINEERED FLOORS COMMERCIAL  ,MFRM QUEENS RELOCATION        ,8220 37TH AVE                 ,                              ,JACKSON HEIGHTS     ,NY       ,11372  ,8,326,2162,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624003       ,0,20240201123000,CRA4021624,CRA       ,3,02162024,12778497  ,02092024,MANNINGTON MILLS/DEDICATED LLC,CARPET DECO INC               ,6901 NORTHERN BLVD            ,                              ,WOODSIDE            ,NY       ,11377  ,1,40,311,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624004       ,0,20240201123000,CRA4021624,CRA       ,4,02162024,41749526  ,02102024,DIXIE HOME/MASLAND            ,CARPET TIME                   ,53 03 BROADWAY                ,                              ,WOODSIDE            ,NY       ,11377  ,1,31,62,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624005       ,0,20240201123000,CRA4021624,CRA       ,5,02162024,41749563  ,02102024,DIXIE HOME/MASLAND            ,CARPET TIME                   ,53 03 BROADWAY                ,                              ,WOODSIDE            ,NY       ,11377  ,1,12,57,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624006       ,0,20240201123000,CRA4021624,CRA       ,6,02162024,67804855  ,02122024,BENTLEY MILLS/CRANBURY        ,COLOR MASTER FLOOR COVERING   ,69-03 QUEENS BLVD             ,                              ,WOODSIDE            ,NY       ,11377  ,1,53,205,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624007       ,0,20240201123000,CRA4021624,CRA       ,7,02162024,69001518  ,02022024,MATTER SURFACES               ,STERLING SANITARY SUPPLY      ,3232 57TH ST                  ,718.932.1100                  ,WOODSIDE            ,NY       ,11377  ,4,28,256,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624008       ,0,20240201123000,CRA4021624,CRA       ,8,02162024,41749821  ,02132024,DIXIE HOME/MASLAND            ,HAMILTON CARPET & FLOOR       ,73-40 GRAND AVE               ,                              ,MASPETH             ,NY       ,11378  ,1,23,121,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624009       ,0,20240201123000,CRA4021624,CRA       ,9,02162024,13881181  ,02122024,ENGINEERED FLOORS             ,HAMILTON CARPET & FLOOR       ,73-40 GRAND AVE               ,                              ,MASPETH             ,NY       ,11378  ,2,77,337,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624010       ,0,20240201123000,CRA4021624,CRA       ,10,02162024,66473348  ,02092024,FOSS MANUFACTURING/BILLING    ,HOME DEPOT.COM                ,NAY SOE                       ,8730 JUSTICE AVENUE           ,ELMHURST            ,NY       ,11373  ,1,20,20,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624011       ,0,20240201123000,CRA4021624,CRA       ,11,02162024,69292299  ,02022024,DYNAMIC RUGS                  ,RAINBOW FLOORING INC          ,DBA RAINBOW CARPET & RUG      ,116-41 QUEENS BLD             ,FOREST HILLS        ,NY       ,11375  ,2,0,1121,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624012       ,0,20240201123000,CRA4021624,CRA       ,12,02162024,68943249  ,02132024,ORIENTAL WEAVERS              ,RAINBOW FLOORING INC          ,DBA RAINBOW CARPET & RUG      ,116-41 QUEENS BLD             ,FOREST HILLS        ,NY       ,11375  ,11,104,450,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624013       ,0,20240201123000,CRA4021624,CRA       ,13,02162024,68638641  ,02122024,STANTON CARPET                ,DANIEL CARPET CO INC          ,114-13 JAMAICA AVENUE         ,                              ,RICHMOND HILL       ,NY       ,11418  ,1,141,764,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624014       ,0,20240201123000,CRA4021624,CRA       ,14,02162024,13951103  ,02122024,ENGINEERED FLOORS             ,DANIEL CARPET CO INC          ,114-13 JAMAICA AVENUE         ,                              ,RICHMOND HILL       ,NY       ,11418  ,1,22,83,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624015       ,0,20240201123000,CRA4021624,CRA       ,15,02162024,68655967  ,02122024,STANTON CARPET                ,SAS GLOBAL LTD                ,24844 ROCKAWAY BLVD           ,                              ,ROSEDALE            ,NY       ,11422  ,1,30,137,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624016       ,0,20240201123000,CRA4021624,CRA       ,16,02162024,68929404  ,02092024,GEORGIA CARPET INDUSTRIES     ,SHIV SINGH                    ,200-15 111AVE                 ,646.430.0558                  ,ST ALBANS           ,NY       ,11412  ,1,100,350,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624017       ,0,20240201123000,CRA4021624,CRA       ,17,02162024,68119642  ,02132024,ATLAS CREATIVE CARPETS        ,AJS CARPET & BLINDS           ,246-07 JAMAICA AVE            ,                              ,BELLEROSE           ,NY       ,11426  ,4,196,563,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624019       ,0,20240201123000,CRA4021624,CRA       ,19,02162024,41749530  ,02102024,DIXIE HOME/MASLAND            ,BAY CARPET & FLOORING         ,65-04 MYRTLE AVENUE           ,                              ,GLENDALE            ,NY       ,11385  ,1,50,275,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624020       ,0,20240201123000,CRA4021624,CRA       ,20,02162024,41748984  ,02082024,DIXIE HOME/MASLAND            ,BAY CARPET & FLOORING         ,65-04 MYRTLE AVENUE           ,                              ,GLENDALE            ,NY       ,11385  ,1,43,213,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624021       ,0,20240201123000,CRA4021624,CRA       ,21,02162024,41749220  ,02092024,DIXIE HOME/MASLAND            ,BAY CARPET & FLOORING         ,65-04 MYRTLE AVENUE           ,                              ,GLENDALE            ,NY       ,11385  ,1,10,59,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA4021624022       ,0,20240201123000,CRA4021624,CRA       ,22,02162024,68888717  ,02092024,STANTON CARPET                ,BAY CARPET & FLOORING         ,65-04 MYRTLE AVENUE           ,                              ,GLENDALE            ,NY       ,11385  ,2,15,79,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA5021624001       ,0,20240201123000,CRA5021624,CRA       ,1,02162024,64931883  ,02092024,HOMEDEPOT.COM WAREHOUSE       ,HOMEDEPOT.COM                 ,CLARISA REARDON               ,67 E GREENTREE DR             ,MEDFORD             ,NY       ,11763  ,1,0,144,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA5021624002       ,0,20240201123000,CRA5021624,CRA       ,2,02162024,13951326  ,02142024,ENGINEERED FLOORS             ,CARPET DEPOT OF LONG ISLAND   ,432 MIDDLE COUNTRY ROAD       ,                              ,CORAM               ,NY       ,11727  ,4,633,2794,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA5021624003       ,0,20240201123000,CRA5021624,CRA       ,3,02162024,13727906  ,02122024,FOSS FLOORS                   ,HOME DEPOT 1209               ,401 INDEPENDENCE PLAZA        ,                              ,SELDEN              ,NY       ,11784  ,1,133,115,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA5021624004       ,0,20240201123000,CRA5021624,CRA       ,4,02162024,13951342  ,02142024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1209               ,401 INDEPENDENCE PLAZA        ,                              ,SELDEN              ,NY       ,11784  ,1,133,378,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA5021624005       ,0,20240201123000,CRA5021624,CRA       ,5,02162024,13951209  ,02132024,ENGINEERED FLOORS             ,YOUR FLOOR STORE              ,2049 MIDDLE COUNTRY ROAD      ,                              ,CENTEREACH          ,NY       ,11720  ,2,69,307,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA5021624006       ,0,20240321212817,CRA5021624,CRA       ,6,02162024,68673259  ,02132024,STANLEY INC                   ,MARINA CARPET ONE             ,2035 E JERICHO TURNPIKE       ,                              ,EAST NORTHPORT      ,NY       ,11731  ,5,562,2247,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624001       ,0,20240201123000,CRA6021624,CRA       ,1,02162024,69001906  ,02082024,MATTER SURFACES               ,E M BROWN INC                 ,711 EAST 134TH STREET         ,                              ,BRONX               ,NY       ,10454  ,4,30,279,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624002       ,0,20240201123000,CRA6021624,CRA       ,2,02162024,69001864  ,02082024,MATTER SURFACES               ,E M BROWN INC                 ,711 EAST 134TH STREET         ,                              ,BRONX               ,NY       ,10454  ,2,23,400,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624003       ,0,20240201123000,CRA6021624,CRA       ,3,02162024,69001781  ,02082024,MATTER SURFACES               ,E M BROWN INC                 ,711 EAST 134TH STREET         ,                              ,BRONX               ,NY       ,10454  ,5,70,520,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624004       ,0,20240201123000,CRA6021624,CRA       ,4,02162024,69001740  ,02082024,MATTER SURFACES               ,E M BROWN INC                 ,711 EAST 134TH STREET         ,                              ,BRONX               ,NY       ,10454  ,1,15,58,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624005       ,0,20240201123000,CRA6021624,CRA       ,5,02162024,69001708  ,02082024,MATTER SURFACES               ,E M BROWN INC                 ,711 EAST 134TH STREET         ,                              ,BRONX               ,NY       ,10454  ,6,95,525,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624006       ,0,20240201123000,CRA6021624,CRA       ,6,02162024,69001666  ,02082024,MATTER SURFACES               ,E M BROWN INC                 ,711 EAST 134TH STREET         ,                              ,BRONX               ,NY       ,10454  ,6,62,450,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624007       ,0,20240201123000,CRA6021624,CRA       ,7,02162024,69001625  ,02082024,MATTER SURFACES               ,E M BROWN INC                 ,711 EAST 134TH STREET         ,                              ,BRONX               ,NY       ,10454  ,7,39,317,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624008       ,0,20240201123000,CRA6021624,CRA       ,8,02162024,69001468  ,02082024,MATTER SURFACES               ,E M BROWN INC                 ,711 EAST 134TH STREET         ,                              ,BRONX               ,NY       ,10454  ,1,18,128,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624009       ,0,20240201123000,CRA6021624,CRA       ,9,02162024,69001500  ,02082024,MATTER SURFACES               ,E M BROWN INC                 ,711 EAST 134TH STREET         ,                              ,BRONX               ,NY       ,10454  ,1,17,135,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624010       ,0,20240201123000,CRA6021624,CRA       ,10,02162024,68119766  ,02132024,MATTER SURFACES               ,E M BROWN INC                 ,711 EAST 134TH STREET         ,                              ,BRONX               ,NY       ,10454  ,1,7,30,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624011       ,0,20240201123000,CRA6021624,CRA       ,11,02162024,13457899  ,02102024,MOHAWK IVC                    ,HOME DEPOT 6891               ,600 EXTERIOR STREET           ,                              ,BRONX               ,NY       ,10451  ,1,134,269,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624012       ,0,20240201123000,CRA6021624,CRA       ,12,02162024,13457943  ,02102024,MOHAWK IVC                    ,HOME DEPOT 6891               ,600 EXTERIOR STREET           ,                              ,BRONX               ,NY       ,10451  ,1,22,51,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624013       ,0,20240201123000,CRA6021624,CRA       ,13,02162024,13951255  ,02132024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 6891               ,600 EXTERIOR STREET           ,                              ,BRONX               ,NY       ,10451  ,1,120,399,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624015       ,0,20240201123000,CRA6021624,CRA       ,15,02162024,13951213  ,02132024,ENGINEERED FLOORS             ,CASPIAN CARPET CORP           ,DBA ALLEN CARPET              ,40 NARDOZZI PLACE             ,NEW ROCHELLE        ,NY       ,10805  ,3,60,235,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624016       ,0,20240201123000,CRA6021624,CRA       ,16,02162024,68976280  ,02092024,KALEEN BROADLOOM              ,A.T PROUDIAN INC              ,628 WAVERLY AVE               ,                              ,MAMARONECK          ,NY       ,10543  ,1,34,127,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624017       ,0,20240201123000,CRA6021624,CRA       ,17,02162024,68976710  ,02092024,KALEEN BROADLOOM              ,CARPET TRENDS/WHSE            ,28 NURSERY LANE               ,                              ,RYE                 ,NY       ,10580  ,3,93,587,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624018       ,0,20240201123000,CRA6021624,CRA       ,18,02162024,13951236  ,02132024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1212               ,150 MIDLAND AVENUE            ,                              ,PORT CHESTER        ,NY       ,10573  ,1,120,393,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624019       ,0,20240201123000,CRA6021624,CRA       ,19,02162024,12778531  ,02132024,MANNINGTON MILLS/CALHOUN      ,MILBURN PORT CHESTER COMM     ,45 RYAN AVE                   ,                              ,PORT CHESTER        ,NY       ,10573  ,3,0,3713,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624020       ,0,20240201123000,CRA6021624,CRA       ,20,02162024,68665719  ,02122024,STANTON CARPET                ,CARPET WORLD/BILLING ACCT     ,140 MIDLAND AVENUE            ,                              ,PORT CHESTER        ,NY       ,10573  ,2,75,1281,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624021       ,0,20240201123000,CRA6021624,CRA       ,21,02162024,13910820  ,02132024,ENGINEERED FLOORS COMMERCIAL  ,CARPET WORLD/BILLING ACCT     ,140 MIDLAND AVENUE            ,                              ,PORT CHESTER        ,NY       ,10573  ,3,168,907,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA6021624022       ,0,20240201123000,CRA6021624,CRA       ,22,02162024,68942944  ,02142024,COURISTAN CARPETS             ,AHMADI & SONS INC/FOVAMA RUGS ,1088 CENTRAL PARK AVENUE      ,                              ,SCARSDALE           ,NY       ,10583  ,1,10,44,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA7021624001       ,0,20240201123000,CRA7021624,CRA       ,1,02162024,68958106  ,02062024,PRESTIGE/WEAVETUFT CPTS       ,AIT TMT 11542                 ,147-48 182ND STREET           ,                              ,JAMAICA             ,NY       ,11413  ,1,15,77,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA7021624002       ,0,20240201123000,CRA7021624,CRA       ,2,02162024,68972347  ,02122024,NANCE CARPET & RUG CO INC     ,HOME DEPOT 1238               ,13220 MERRICK BOULEVARD       ,                              ,JAMAICA             ,NY       ,11434  ,1,167,500,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA7021624003       ,0,20240201123000,CRA7021624,CRA       ,3,02162024,13458278  ,02142024,MOHAWK IVC                    ,HOME DEPOT 6928               ,9230 168TH STREET             ,                              ,JAMAICA             ,NY       ,11433  ,1,57,119,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA7021624004       ,0,20240201123000,CRA7021624,CRA       ,4,02162024,13457894  ,02102024,MOHAWK IVC                    ,HOME DEPOT 1215               ,112-20 ROCKAWAY BLVD          ,                              ,OZONE PARK          ,NY       ,11420  ,1,134,314,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA7021624005       ,0,20240201123000,CRA7021624,CRA       ,5,02162024,13951253  ,02132024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 6120               ,59-15 MAURICE AVE             ,                              ,MASPETH             ,NY       ,11378  ,1,127,363,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA7021624006       ,0,20240201123000,CRA7021624,CRA       ,6,02162024,68812964  ,02072024,MATTER SURFACES               ,LONG ISLAND CITY COMMERCIAL   ,SHERWIN WILLIAMS              ,27 02 SKILLMAN AVE            ,LONG ISLAND CITY    ,NY       ,11101  ,1,33,214,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA7021624007       ,0,20240201123000,CRA7021624,CRA       ,7,02162024,13457900  ,02102024,MOHAWK IVC                    ,HOME DEPOT 1255               ,5010 NORTHERN BOULEVARD       ,                              ,LONG ISLAND CITY    ,NY       ,11101  ,1,133,312,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA7021624008       ,0,20240201123000,CRA7021624,CRA       ,8,02162024,13951238  ,02132024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1255               ,5010 NORTHERN BOULEVARD       ,                              ,LONG ISLAND CITY    ,NY       ,11101  ,1,127,335,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA7021624009       ,0,20240201123000,CRA7021624,CRA       ,9,02162024,68958635  ,02072024,PRESTIGE/WEAVETUFT CPTS       ,COSTIKYAN CARPET CLEANING     ,37-11 48TH AVE                ,                              ,LONG ISLAND CITY    ,NY       ,11102  ,1,42,213,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA7021624010       ,0,20240201123000,CRA7021624,CRA       ,10,02162024,68690162  ,02092024,CALHOUN DISTRIBUTION/PRESTIGE ,COSTIKYAN CARPET CLEANING     ,37-11 48TH AVE                ,                              ,LONG ISLAND CITY    ,NY       ,11102  ,1,10,51,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA7021624011       ,0,20240201123000,CRA7021624,CRA       ,11,02162024,12778476  ,02072024,MANNINGTON/LTL BILLING        ,SIGNATURE FLOORS INC          ,36-09 VERNON BLVD             ,                              ,ASTORIA             ,NY       ,11106  ,1,143,1283,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA7021624012       ,0,20240201123000,CRA7021624,CRA       ,12,02162024,13457903  ,02102024,MOHAWK IVC                    ,HOME DEPOT 1277               ,12404 31ST AVENUE             ,                              ,FLUSHING            ,NY       ,11354  ,1,133,268,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA7021624013       ,0,20240201123000,CRA7021624,CRA       ,13,02162024,13951123  ,02122024,DREAM WEAVER/ENGINEERED FLOORS,HOME DEPOT 1277               ,12404 31ST AVENUE             ,                              ,FLUSHING            ,NY       ,11354  ,1,133,378,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA7021624014       ,0,20240201123000,CRA7021624,CRA       ,14,02162024,13727903  ,02122024,FOSS FLOORS                   ,HOME DEPOT 1277               ,12404 31ST AVENUE             ,                              ,FLUSHING            ,NY       ,11354  ,1,166,142,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA8021624001       ,0,20240201123000,CRA8021624,CRA       ,1,02162024,13951520  ,02142024,ENGINEERED FLOORS             ,U C WORKROOM                  ,"350 BEACH 79TH ST, UNIT 4     ",                              ,FAR ROCKAWAY        ,NY       ,11693  ,2,400,1513,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA8021624002       ,0,20240201123000,CRA8021624,CRA       ,2,02162024,68655785  ,02122024,STANTON CARPET                ,VALLEY STREAM HOUSE IF CARPETS,21 RYDER PL                   ,                              ,EAST ROCKAWAY       ,NY       ,11518  ,2,56,870,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA8021624003       ,0,20240201123000,CRA8021624,CRA       ,3,02162024,13951035  ,02122024,ENGINEERED FLOORS             ,RVC FLOOR DECOR CARPET ONE    ,456 SUNRISE HIGHWAY           ,                              ,ROCKVILLE CENTRE    ,NY       ,11570  ,1,30,146,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA8021624004       ,0,20240201123000,CRA8021624,CRA       ,4,02162024,12778523  ,02132024,MANNINGTON MILLS/CALHOUN      ,TAUBS CARPET & TILE           ,893 HEMPSTEAD TPKE            ,                              ,FRANKLIN SQUARE     ,NY       ,11010  ,2,107,1698,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA8021624005       ,0,20240201123000,CRA8021624,CRA       ,5,02162024,13951229  ,02132024,ENGINEERED FLOORS             ,PERRYS CARPET WORKROOM        ,465 FRANKLIN AVE              ,                              ,FRANKLIN SQUARE     ,NY       ,11010  ,1,17,82,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
CRA8021624006       ,0,20240201123000,CRA8021624,CRA       ,6,02162024,13951037  ,02122024,ENGINEERED FLOORS             ,HARRY KATZ FLOOR COVERING INC ,450 JERICHO TURNPIKE          ,                              ,MINEOLA             ,NY       ,11501  ,1,19,94,NULL    ,NULL    ,   NULL,NULL                                    ,NULL                          ,NULL                          ,NULL                          
